,name,lat,lon,startup distance,startup lat,startup lon,design distance,design lat,design lon,starbucks distance,starbucks lat,starbucks lon,airport distance,airport lat,airport lon,school distance,school lat,school lon,club distance,club lat,club lon,vegan distance,vegan lat,vegan lon,stadium distance,stadium lat,stadium lon,pet services distance,pet services lat,pet services lon
39,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
40,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
41,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
42,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
43,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
44,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
45,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
46,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
47,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
48,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
49,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
50,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
51,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
52,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
53,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
54,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
55,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
56,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
57,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
58,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
59,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
60,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
61,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
62,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
63,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
64,3scale,41.406335,2.192023,22,41.4064,2.192177,1094,41.398486,2.199841,146,41.405011,2.192603,492,41.409536,2.18759,36,41.406448,2.192126,437,41.41052,2.190953,503,41.402411,2.195277,495,41.402592,2.18879,1223,41.402951,2.205989
